input,output
You will surely agree that travelling during the holiday season is cherished by numerous men and women because they can have the time to visit their dream destinations.,"['travelling during the holiday season <> Activity', 'dream destinations <> Location/Place']"
"It is used as a reliable indicator of all the aspects of communication in English for education, immigration and professional purposes. It is co-owned by British Council, IDP: IELTS Australia and Cambridge English Language Assessment.","['English communication <> Entity type', 'Education <> Entity type', 'Immigration <> Entity type', 'Professional purposes <> Entity type', 'British Council <> Organization', 'IDP: IELTS Australia <> Organization', 'Cambridge English Language Assessment <> Organization']"
Anna says she enrolled in Construction Technology because she wanted to learn something she had no prior experience in and wanted to have a skill that could help her later in life.,"['Anna <> Person', 'Construction Technology <> Field of study']"
President Akufo-Addo has officially commissioned the Sankofa Gye Nyame field for the commencement of the commercial exploration of oil.,"['President Akufo-Addo <> Person', 'Sankofa Gye Nyame field <> Oil field', 'commercial exploration <> Activity']"
We have great Mercedes GLK owners from around the world that can help guide you in the right direction.,"['Mercedes GLK <> Car Model', 'Mercedes-Benz <> Car Brand']"
"Chris Dibben, principal of Tawhero School in Whanganui and one of our Principal Pay Equity Champions, speaks out about the vital role that learning assistants play in his school.","['Chris Dibben <> person', 'Tawhero School <> organization', 'Whanganui <> location', 'Principal Pay Equity Champions <> group', 'Learning assistants <> job title']"
"Scandal wine recaps are back, thanks to our Gladiator Grapefriend Abby Gardner and the fact that wine made its reappearance on the show!","['Scandal wine recaps <> TV show element', 'Gladiator Grapefriend Abby Gardner <> Person/Character', 'wine <> Beverage', 'show <> TV program', 'reappearance <> Event', 'episode <> TV show element', 'Scandal <> TV show']"
The document will walk you through the setup of a custom F5 BIG-IP Health Monitor for use with VMware Identity Manager appliances when acting as nodes in a cluster.,"['F5 BIG-IP Health Monitor <> Technology', 'VMware Identity Manager <> Software', 'Cluster <> Computing']"
"E. A. (Al) Corley, DVM, PhD, who served the University of Missouri College of Veterinary Medicine as a professor and associate dean, passed away July 7 after a long battle with cancer.","['E. A. (Al) Corley <> Person', 'University of Missouri College of Veterinary Medicine <> Organization', 'Cancer <> Medical Condition']"
Journal of Water Supply: Research and Technology-Aqua (2015) 64 (7): 824-831.,"['Journal of Water Supply: Research and Technology-Aqua <> Publication Title', '2015 <> Date', '64 <> Volume Number', '7 <> Issue Number', '824-831 <> Page Numbers']"
Uncategorized | We Dig Pollinators!,"['Pollinators <> Animal/Insect', 'We <> Person/Organization', 'Dig <> Action/Activity', '! <> Punctuation/Emotion']"
"It strives to resolve disputes promptly and effectively, and serves as a source for helpful information that may be available elsewhere.","['disputes <> Issue/Conflict', 'helpful information <> Resource/Assistance', 'source <> Reference/Information']"
Google G Suite/ Google Cloud Reseller / Partner in Vijayanagaram.,"['Google <> Company', 'G Suite <> Product', 'Google Cloud <> Product', 'Reseller <> Role', 'Partner <> Role', 'Vijayanagaram <> Location']"
"Visit our Mercedes GLK Forum to get the latest news, information and forum discussions on the Mercedes GLK.","['Mercedes GLK Forum <> Forum', 'Mercedes GLK <> Vehicle Model']"
"An experienced performer, I have for years played in orchestras, and bands playing anything from rock to classical.","['performer <> occupation/role', 'orchestras <> musical group', 'bands <> musical group']"
"In what could culminate into a fantastic invention, the Fair Winds Trading Company is building the PraoCargo, a modern version of the proa, an ancient, multi-hilled cargo ship of the South Pacific.","['Fair Winds Trading Company <> Company', 'PraoCargo <> Invention', 'Proa <> Ancient ship', 'South Pacific <> Region', 'Cargo ship <> Ship type']"
"Welcome to Mercedes GLK Forum, an online Mercedes-Benz GLK community dedicated to the Mercedes GLK owners and enthusiasts.","['Mercedes GLK Forum <> Online Community', 'Mercedes-Benz <> Car Brand', 'GLK <> Car Model']"
"The Nazi Holocaust was such a major event in history that the word 'holocaust', which means catastrophe or destruction in Yiddish and Hebrew, often only refers to this particular event.","['The Nazi Holocaust <> Historical event', 'holocaust <> Catastrophe', 'Yiddish <> Language', 'Hebrew <> Language']"
Strange:(holds up a dog) Its inside this dog.,"['Strange <> Fictional Character', 'dog <> Animal']"
Be assured that your care will be administered by fully licensed and accredited dental professionals.,"['fully licensed <> professional qualification', 'accredited <> certification', 'dental professionals <> occupation']"
So please take a moment and register for a free account on our Mercedes GLK message board.,"['Mercedes GLK <> Car model', 'message board <> Online forum', 'free account <> Registration type']"
"The Big Apple Circus is a circus that is located in New York City. Opened in 1977, it has become a tourist attraction as well. It has been highly influential towards the creation of Cirque du Soleil, as well as Ringling Bros.","['Big Apple Circus <> Circus', 'New York City <> City', '1977 <> Year', 'Tourist attraction <> Attraction', 'Cirque du Soleil <> Circus Company', 'Ringling Bros. <> Circus Company']"
Looking for Fowler Strikers and a Crystal pot call.,"['Fowler Strikers <> Product/Brand', 'Crystal pot call <> Product']"
"Whether you are researching different performance parts, tunes or simply wanting to troubleshoot technical problems, Mercedes GLK is the right place for you.","['Mercedes GLK <> Car Model', 'performance parts <> Auto Part', 'tunes <> Auto Part', 'technical problems <> Issue/Problem']"
Anna is a Senior at Schenck High School and has attended Region III for 2 years through the Bridge Year Program.,"['Anna <> Person', 'Senior <> Educational Level', 'Schenck High School <> Educational Institution', 'Region III <> Educational Program', 'Bridge Year Program <> Educational Program']"
You can surely bet we'll have plenty of fun playing together too! Let's have a meet and greet and explore our possibilities of a future together.,"['meet and greet <> social event', 'future together <> relationship/future plans']"
"This entry was posted in Musings, Personal and tagged Illness by Sandra Jensen. Bookmark the permalink.","['Musings <> blog category', 'Personal <> blog category', 'Illness <> topic', 'Sandra Jensen <> person']"
"JAKARTA (TheInsider) – Indonesian government sent a strong protest to the Malaysian government over the illegal fishing and intervening in fisheries surveillance in the territorial waters of the archipelago, said an official statement on Thursday (04/11).","['Indonesian government <> Government', 'Malaysian government <> Government', 'Illegal fishing <> Crime', 'Fisheries surveillance <> Monitoring', 'Territorial waters <> Geographic location', 'Archipelago <> Geographic location', 'Thursday (04/11) <> Date']"
"Developers are always looking for, and sometimes making, the next tool that will simplify or eliminate steps in building an application. Abstractions are necessary for eliminating tedious and time consuming tasks.","['Developers <> Occupation', 'tool <> Object', 'abstractions <> Idea', 'building an application <> Activity']"
"Additionally, you can be assured that the dental health professionals providing treatment at Precise Smile have all the required training and are Board Certified in Prosthodontics, Periodontics and Oral Maxillofacial Surgery.","['Precise Smile <> dental clinic', 'dental health professionals <> medical professionals', 'treatment <> medical procedure', 'Board Certified <> certification']"
The polyester content of the cardigan is recycled.,"['polyester <> material', 'cardigan <> clothing', 'recycled <> process']"
"It does so in a fair, confidential and timely manner, and fashions appropriate remedies when illegal discrimination is found to exist.","['fair <> attribute', 'confidential <> attribute', 'timely <> attribute', 'illegal discrimination <> issue/topic', 'remedies <> action']"
"A exquisite one minute quick recipe for Captain on Acid, with Captain Morgan Original spiced rum, coconut rum, Blue Curacao liqueur, pineapple juice and grenadine syrup.","['Captain Morgan Original spiced rum <> alcoholic beverage', 'Coconut rum <> alcoholic beverage', 'Blue Curacao liqueur <> alcoholic beverage', 'Pineapple juice <> fruit juice', 'Grenadine syrup <> syrup', 'Captain on Acid <> cocktail']"
"Beverly Johnson is an American model, actress, and businessperson. She is known for being the first African-American model to appear in the cover of Vogue magazine in the U.","['Beverly Johnson <> Person', 'American <> Nationality', 'African-American <> Ethnicity', 'Vogue magazine <> Publication']"
Cmedia will not use the information collected to market directly to that person. Subscription auto-renews at the end of the term Learn more.,"['Cmedia <> Company', 'information collected <> Data', 'person <> Individual', 'Subscription <> Service', 'auto-renews <> Action', 'term <> Duration']"
"Through our agency, you can rent (charter) various types of luxury boats, with or without crew, sailing boats, motor boats, etc.","['agency <> entity', 'luxury boats <> entity', 'crew <> entity', 'sailing boats <> entity', 'motor boats <> entity']"
"tent-based circuses (like the now-defunct Kaleidoscape) and smaller non-profit shows, such as Circus Flora.","['tent-based circuses <> Circus/Entertainment Company', 'Kaleidoscape <> Circus/Entertainment Company', 'non-profit shows <> Charity/Non-profit Organization', 'Circus Flora <> Circus/Entertainment Company']"
